model,cyclical_rmse,Loss,lai_rmse_BelSAR (2018),lai_rmse_FRM4VEG (Barrax - 2018),lai_rmse_FRM4VEG (Barrax - 2021),lai_rmse_FRM4VEG (Wytham - 2018),lai_rmse_all,lai_picp_BelSAR (2018),lai_picp_FRM4VEG (Barrax - 2018),lai_picp_FRM4VEG (Barrax - 2021),lai_picp_FRM4VEG (Wytham - 2018),lai_picp_all,lai_mpiw_BelSAR (2018),lai_mpiw_FRM4VEG (Barrax - 2018),lai_mpiw_FRM4VEG (Barrax - 2021),lai_mpiw_FRM4VEG (Wytham - 2018),lai_mpiw_all,lai_mestdr_BelSAR (2018),lai_mestdr_FRM4VEG (Barrax - 2018),lai_mestdr_FRM4VEG (Barrax - 2021),lai_mestdr_FRM4VEG (Wytham - 2018),lai_mestdr_all,ccc_rmse_FRM4VEG (Barrax - 2018),ccc_rmse_FRM4VEG (Barrax - 2021),ccc_rmse_FRM4VEG (Wytham - 2018),ccc_rmse_all,ccc_picp_FRM4VEG (Barrax - 2018),ccc_picp_FRM4VEG (Barrax - 2021),ccc_picp_FRM4VEG (Wytham - 2018),ccc_picp_all,ccc_mpiw_FRM4VEG (Barrax - 2018),ccc_mpiw_FRM4VEG (Barrax - 2021),ccc_mpiw_FRM4VEG (Wytham - 2018),ccc_mpiw_all,ccc_mestdr_FRM4VEG (Barrax - 2018),ccc_mestdr_FRM4VEG (Barrax - 2021),ccc_mestdr_FRM4VEG (Wytham - 2018),ccc_mestdr_all
config_reg_rnn_n3,1.0,-0.002242036700248718,1.2673045679114212,2.3700055385189205,0.748015883090262,1.646628667910093,1.5488373994398197,0.95,0.7346938775510204,0.9850746268656716,0.9285714285714286,0.908256880733945,5.01080341820206,3.1811335584034723,2.393138228512522,6.974339299055996,4.173331473965984,1.192388473029527,2.8755995578727607,1.4445409544319425,1.0912184482179175,1.6287298416955485,47.73335086100953,19.35305692792334,85.29639425407458,49.05716103211532,0.8913043478260869,1.0,1.0,0.9609375,230.60567599127748,178.66221678884406,507.52910077776227,261.5612107188042,1.2447912455094832,1.0021568529258924,0.8424656037516837,1.0581638906562825
