,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,Sequent_N,Ref_N,Hour_UTC+1,Operator,Latitude,Longitude,CropHeight,BBCH,Crop-EN,Crop-ES,Crop-FR,Crop-IT,Crop-LA,Crop-PL,Rowsp_(cm),RowOr(deg),SkyCond,LicorLAI,std_Licor,PocketLAI,std_PockLA,AccuPAR,std_AccuPA,Note
26,POINT (542377.9594574135 4590304.992224817),2017-03-29,0.0652,0.0913,0.0973,0.2528,0.1448,0.2233,0.2434,0.2771,0.2819,0.192,0,0,0,0,44,155,0,0,2017-03-19,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170319-095021-462_L2A_T33TWG_D_V1-4_roi_0.tif,71,9NT_STRATEGA_20170329_LAI,10:26 AM,Colecchia S.A. - De Santis A.P.,41.463218,15.507459,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.783,0.106,,,,,
34,POINT (542690.3698116635 4597222.92797065),2017-03-21,0.0383,0.0602,0.0363,0.2852,0.0804,0.2449,0.2883,0.2952,0.1316,0.0624,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,17,AA.S_Capitanata.05_2017_LAI,12:01 PM,Riefolo C. - Ruggieri S.,41.525512,15.511690,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.095,0.926,,,,,
35,POINT (548735.4124326664 4595655.383694973),2017-03-21,0.0959,0.1235,0.1381,0.2595,0.1691,0.2325,0.2513,0.2729,0.2358,0.1554,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,21,AA.S_Capitanata.09_2017_LAI,4:22 PM,Riefolo C. - Ruggieri S.,41.511048,15.584016,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.650,0.650,,,,,
36,POINT (543300.3164982036 4597159.284458977),2017-03-21,0.0416,0.0635,0.0419,0.2673,0.0839,0.2394,0.2766,0.2869,0.135,0.067,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,18,AA.S_Capitanata.06_2017_LAI,12:11 PM,Riefolo C. - Ruggieri S.,41.524906,15.518996,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.365,0.262,,,,,
37,POINT (544754.2222629546 4598076.676401409),2017-03-22,0.0407,0.0582,0.0406,0.2874,0.0846,0.2507,0.3038,0.3097,0.1407,0.0741,0,0,0,0,52,157,0,0,2017-02-27,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,45,AA.S_Capitanata.33_2017_LAI,9:48 AM,Riefolo C. - Ruggieri S.,41.533089,15.536490,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,6.060,0.460,,,,,
38,POINT (545413.9190740222 4599483.047504193),2017-03-21,0.0764,0.0967,0.1025,0.2186,0.1245,0.1936,0.2128,0.234,0.196,0.1362,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,44,AA.S_Capitanata.32_2017_LAI,6:41 PM,Riefolo C. - Ruggieri S.,41.545719,15.544504,30-50 cm,19,Brocoli,,,Broccolo,Brassica oleracea var. italica,,,,Sunny - no clouds,1.590,0.940,,,,,
39,POINT (545291.7967621884 4599538.235425475),2017-03-21,0.0638,0.0753,0.0798,0.1634,0.1078,0.1666,0.1821,0.1903,0.1774,0.1219,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,43,AA.S_Capitanata.31_2017_LAI,6:39 PM,Riefolo C. - Ruggieri S.,41.546223,15.543044,10-30 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.990,0.170,,,,,
40,POINT (545499.6315616664 4600795.128986841),2017-03-21,0.0391,0.0594,0.0542,0.1352,0.0775,0.1256,0.1391,0.1478,0.1376,0.0856,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,41,AA.S_Capitanata.29_2017_LAI,6:28 PM,Riefolo C. - Ruggieri S.,41.557532,15.545631,10-30 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.540,0.000,,,,,
41,POINT (545637.6134557134 4600800.332000629),2017-03-21,0.0454,0.0595,0.0572,0.1296,0.0759,0.1191,0.1274,0.1331,0.1215,0.0706,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,42,AA.S_Capitanata.30_2017_LAI,6:30 PM,Riefolo C. - Ruggieri S.,41.557571,15.547286,10-30 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.900,0.410,,,,,
42,POINT (545787.6314331995 4603331.335690762),2017-03-21,0.0369,0.0568,0.0427,0.2266,0.0807,0.2004,0.2332,0.2406,0.131,0.0691,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,40,AA.S_Capitanata.28_2017_LAI,6:18 PM,Riefolo C. - Ruggieri S.,41.580359,15.549278,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.630,0.620,,,,,
43,POINT (545635.2505255968 4603448.499221022),2017-03-21,0.0436,0.0563,0.0516,0.1331,0.0745,0.1255,0.134,0.1415,0.125,0.0828,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,39,AA.S_Capitanata.27_2017_LAI,6:17 PM,Riefolo C. - Ruggieri S.,41.581423,15.547459,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.030,0.170,,,,,
44,POINT (546316.2616701317 4604040.066811672),2017-03-21,0.0464,0.0614,0.0648,0.1405,0.084,0.1277,0.1385,0.1474,0.1364,0.0933,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,38,AA.S_Capitanata.26_2017_LAI,6:10 PM,Riefolo C. - Ruggieri S.,41.586712,15.555674,10-30 cm,35,Horse beans,,,Favino,Vicia Faba var. minor Beck.,,,,Sunny - no clouds,2.250,0.140,,,,,
45,POINT (546197.0248175049 4604111.023040959),2017-03-22,0.042,0.0535,0.0531,0.1157,0.0707,0.1097,0.1207,0.1308,0.1244,0.0837,0,0,0,0,52,157,0,0,2017-02-27,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,62,AA.S_Capitanata.50_2017_LAI,6:06 PM,Riefolo C. - Ruggieri S.,41.587358,15.554249,10-30 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.140,0.080,,,,,
46,POINT (546373.7502639719 4604186.436442368),2017-03-21,0.0267,0.0479,0.024,0.3509,0.0689,0.284,0.3485,0.3608,0.12,0.0505,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,37,AA.S_Capitanata.25_2017_LAI,6:09 PM,Riefolo C. - Ruggieri S.,41.588027,15.556375,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.810,0.500,,,,,
47,POINT (546751.4070803869 4605599.803128497),2017-03-21,0.041,0.0609,0.0515,0.1551,0.081,0.1499,0.1623,0.1737,0.1475,0.0873,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,36,AA.S_Capitanata.24_2017_LAI,5:46 PM,Riefolo C. - Ruggieri S.,41.600735,15.561016,10-30 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.040,0.220,,,,,
48,POINT (546559.6773605389 4605659.623737068),2017-03-21,0.0335,0.0514,0.0374,0.2527,0.0779,0.2221,0.2582,0.2669,0.1311,0.0616,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,34,AA.S_Capitanata.22_2017_LAI,5:37 PM,Riefolo C. - Ruggieri S.,41.601285,15.558720,>50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.110,0.050,,,,,
49,POINT (544412.3417993723 4606038.850999913),2017-03-21,0.0355,0.0645,0.0357,0.428,0.0986,0.3859,0.4601,0.476,0.1901,0.0859,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,23,AA.S_Capitanata.11_2017_LAI,4:35 PM,Riefolo C. - Ruggieri S.,41.604823,15.532981,>50 cm,,Uncultivated,No cultivado,Inculte,Incolto,,Nieuprawny,,,Sunny - no clouds,8.980,0.495,,,,,Natural area
50,POINT (544159.8809442123 4606087.590792159),2017-03-22,0.031,0.0525,0.0284,0.3542,0.072,0.2765,0.3464,0.3541,0.1254,0.0552,0,0,0,0,52,157,0,0,2017-02-27,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,46,AA.S_Capitanata.34_2017_LAI,9:56 AM,Riefolo C. - Ruggieri S.,41.605276,15.529955,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.080,0.170,,,,,
51,POINT (546789.4193243458 4606136.086296381),2017-03-21,0.0337,0.0553,0.0322,0.2612,0.0738,0.2218,0.2586,0.2706,0.1301,0.0621,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,33,AA.S_Capitanata.21_2017_LAI,5:32 PM,Riefolo C. - Ruggieri S.,41.605563,15.561514,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.300,0.190,,,,,
52,POINT (544213.3981562069 4606165.859917296),2017-03-21,0.0318,0.0564,0.0327,0.2869,0.0795,0.2487,0.2929,0.3091,0.1286,0.0614,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,24,AA.S_Capitanata.12_2017_LAI,4:38 PM,Riefolo C. - Ruggieri S.,41.605978,15.530603,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,6.545,0.870,,,,,
53,POINT (544789.7881912473 4606474.305223525),2017-03-21,0.0322,0.057,0.0346,0.2806,0.085,0.2418,0.2859,0.2971,0.133,0.064,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,25,AA.S_Capitanata.13_2017_LAI,4:42 PM,Riefolo C. - Ruggieri S.,41.608724,15.537543,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.315,0.255,,,,,
54,POINT (543584.9452567669 4606588.251173729),2017-03-22,0.0422,0.0685,0.0419,0.2411,0.097,0.2301,0.2537,0.2653,0.1481,0.077,0,0,0,0,52,157,0,0,2017-02-27,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,47,AA.S_Capitanata.35_2017_LAI,10:24 AM,Riefolo C. - Ruggieri S.,41.609817,15.523092,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.900,0.370,,,,,
55,POINT (547540.649867795 4607232.2968119355),2017-03-21,0.0388,0.0668,0.0407,0.3803,0.0969,0.3327,0.3799,0.3902,0.1395,0.0625,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,35,AA.S_Capitanata.23_2017_LAI,5:38 PM,Riefolo C. - Ruggieri S.,41.615392,15.570616,>50 cm,40,Horse beans,,,Favino,Vicia Faba var. minor Beck.,,,,Sunny - no clouds,3.920,0.530,,,,,
56,POINT (543376.259894208 4607271.352881742),2017-03-22,0.0364,0.0568,0.0414,0.2149,0.0803,0.1967,0.2188,0.2277,0.1276,0.067,0,0,0,0,52,157,0,0,2017-02-27,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,49,AA.S_Capitanata.37_2017_LAI,10:38 AM,Riefolo C. - Ruggieri S.,41.615981,15.520637,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.100,0.140,,,,,
57,POINT (543512.3552929165 4607361.329419552),2017-03-22,0.0366,0.0624,0.0332,0.2794,0.0817,0.2455,0.2809,0.2872,0.1372,0.0667,0,0,0,0,52,157,0,0,2017-02-27,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,48,AA.S_Capitanata.36_2017_LAI,10:29 AM,Riefolo C. - Ruggieri S.,41.616784,15.522277,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.580,0.060,,,,,
58,POINT (546101.5415077425 4607692.009620266),2017-03-21,0.0331,0.0497,0.0238,0.394,0.0746,0.3119,0.3994,0.41,0.1275,0.054,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170227-095613-409_L2A_T33TWG_D_V1-4_roi_0.tif,26,AA.S_Capitanata.14_2017_LAI,4:59 PM,Riefolo C. - Ruggieri S.,41.619617,15.553379,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,6.810,0.410,,,,,
