,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,StudySite,ESUnumber,CropType,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,X_UTM,Y_UTM,LAI_g_B_mi,fCover,LicorLAI,LAI_AccuPA,SD_LAI_Acc,B443_1,B490_1,B560_1,B665_1,B705_1,B740_1,B783_1,B842_1,B865_1,B945_1,B1610_1,B2190_1
94,POINT (347095.255168831 4627491.170116216),2018-07-11,0.0417,0.0765,0.0416,0.5341,0.1176,0.4605,0.5395,0.5633,0.2197,0.0917,0,0,0,0,23,139,1,79,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,150,GIRASOL,150.0,40.0,B,FL,Perpendicular,PC,D,I,0,NP,,347095.255168,4627491.17,,,,2.512,0.29346209295,,0.0,0.0,,,,,,,,,
95,POINT (347049.6050883936 4627603.451738498),2018-07-11,0.042,0.0641,0.0957,0.1872,0.1229,0.1497,0.1722,0.2049,0.2257,0.1538,0,0,0,0,23,139,1,79,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,148,TRIGO BLANDO,50.0,20.0,N,SE,,PC,D,R,0,NP,,347049.605087,4627603.45162,,,,3.066,0.99472609295,,0.0,0.0,,,,,,,,,
96,POINT (347144.52779524855 4627620.915112225),2018-07-11,0.0432,0.0602,0.0921,0.169,0.115,0.1428,0.1623,0.1888,0.2168,0.157,0,0,0,0,23,139,1,78,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,149,TRIGO BLANDO,50.0,20.0,N,SE,Parallel to the way,PC,D,R,0,NP,,347144.527794,4627620.915,,,,3.086,0.28693204771,,0.0,0.0,,,,,,,,,
97,POINT (346935.6787655711 4627942.653033144),2018-07-11,0.0487,0.0846,0.0647,0.3115,0.1408,0.2638,0.2949,0.3271,0.2166,0.13,0,0,0,0,23,139,1,79,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,146,ADORMIDERA,125.0,0.0,B,MA,,PC,-1,I,0,NP,,346935.678764,4627942.65292,,,,2.794,0.58760530971,,0.0,0.0,,,,,,,,,
0,POINT (339299.3153897313 4601151.983570112),2018-05-11,0.0501,0.0867,0.0712,0.3903,0.1366,0.3186,0.3814,0.4072,0.2086,0.129,0,0,0,0,30,151,1,79,2018-04-27,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,2106,MEZCLA AVENA-CEBADA,70.0,10.0,N,MA,paralel to the path,PC,D,R,0,VPG,mezcla de muchos cereales y malas hierbas,339299.315389,4601151.98345,,,,4.006,0.76248278669,,0.0,0.0,,,,,,,,,
1,POINT (339293.0540185919 4601170.966222147),2018-06-28,0.0786,0.1317,0.0955,0.5427,0.2156,0.4244,0.4936,0.5253,0.2788,0.1658,0,0,0,0,22,140,1,81,2018-06-16,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4106,MEZCLA AVENA-TRIGO,0.0,0.0,-1,-1,,PC,-1,-1,0,-1,segado. La siega está  en hileras,339293.054017,4601170.96611,,,,0.0,0.0,,0.0,0.0,,,,,,,,,
2,POINT (339227.654661163 4601185.525707796),2018-06-28,0.0382,0.0699,0.0525,0.3806,0.124,0.3092,0.3647,0.4066,0.1916,0.0979,0,0,0,0,22,140,1,81,2018-06-16,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4104,ALFALFA,0.0,0.0,B,MA,,PC,-1,R,0,-1,,339227.65466,4601185.52559,,,,2.298,0.25839891641,,0.0,0.0,,,,,,,,,
61,POINT (344384.53595813585 4627621.084068401),2018-07-11,0.0449,0.078,0.1019,0.2563,0.145,0.2227,0.2517,0.2786,0.2596,0.1759,0,0,0,0,22,139,1,83,2018-06-26,15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,141,ALPISTE,70.0,20.0,N,SE,Parallel to the way,OV,D,R,0,NP,Un poco verde,344384.535957,4627621.08395,,,,1.406,0.24172298194,,0.0,0.0,,,,,,,,,
62,POINT (347342.0146933309 4605237.113360205),2018-06-28,0.0394,0.0762,0.0552,0.4745,0.1216,0.3614,0.4544,0.511,0.2035,0.094,0,0,0,0,22,139,0,59,2018-06-26,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,Greg,4101,LENTEJAS,60.0,0.0,B,MA,,OV,D,R,0,VPG,Full of weeds. Ya tiene la semilla de las lentejas gordita,347342.014692,4605237.11324,,,,4.062,1.00235722175,,0.0,0.0,,,,,,,,,
89,POINT (351408.16847093345 4624326.267249973),2018-06-28,0.0547,0.0838,0.0928,0.3263,0.1426,0.2633,0.3174,0.35,0.2611,0.1781,0,0,0,0,25,147,0,62,2018-05-17,42 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,124,TRIGO BLANDO,0.0,12.0,N,SE,parallel to the way,PC,D,R,0,VPG,las medias D y El está  más verde el trigo y x lo tanto más espeso,351408.16847,4624326.26713,,,,1.404,0.55292856682,,0.0,0.0,,,,,,,,,
90,POINT (351376.7242108715 4624369.620306069),2018-05-17,0.0654,0.1096,0.1217,0.3544,0.1849,0.3164,0.3504,0.3756,0.3177,0.2326,0,0,0,0,27,150,0,62,2018-05-07,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,123,GUISANTES,32.0,0.0,B,FL,,PC,D,R,0,VPG,,351376.72421,4624369.62019,,,,2.208,0.88123209202,,0.0,0.0,,,,,,,,,
7,POINT (339203.1000383684 4601229.810059235),2018-05-11,0.029,0.0697,0.0311,0.5976,0.1124,0.4756,0.5807,0.603,0.1897,0.0857,0,0,0,0,30,151,1,79,2018-04-27,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,2104,ALFALFA,40.0,0.0,B,FL,,PC,D,R,0,VPG,,339203.100037,4601229.80994,,,,3.20666666667,1.91410205231,,0.0,0.0,,,,,,,,,
66,POINT (357954.37875640846 4618225.985951681),2018-07-10,0.1105,0.1674,0.2383,0.3343,0.262,0.3121,0.3362,0.3574,0.4195,0.361,0,0,0,0,22,140,0,210,2018-06-26,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,125,PATATA,35.0,70.0,B,FL,parallel to the way,CL,S,I,0,VPG,,357954.378755,4618225.98584,,,,0.36,0.17621010187,,0.0,0.0,,,,,,,,,
9,POINT (339312.18900545593 4601279.943620983),2018-05-11,0.1137,0.1795,0.2158,0.368,0.2646,0.3374,0.3634,0.3867,0.4486,0.3582,0,0,0,0,30,151,1,79,2018-04-27,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,2105,LENTEJAS,15.0,12.0,B,GU,paralel to the path,PC,D,R,0,VPG,,339312.189004,4601279.94351,,,,0.602,0.24283739416,,0.0,0.0,,,,,,,,,
68,POINT (356304.7496882689 4618300.4516613195),2018-07-10,0.0478,0.0913,0.0743,0.4054,0.1441,0.3127,0.3848,0.4277,0.2098,0.1243,0,0,0,0,22,140,0,30,2018-06-26,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,134,CEBADA,70.0,10.0,N,SE,Parallel to the way,CL,D,R,0,NP,,356304.749687,4618300.45155,,,,3.572,0.66167968081,,0.0,0.0,,,,,,,,,
109,POINT (345672.3112212675 4627153.633385187),2018-07-11,0.0461,0.0724,0.0734,0.2592,0.1166,0.2035,0.2479,0.2778,0.1365,0.083,0,0,0,0,23,139,1,81,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2115,CENTENO,135.0,0.0,-1,MA,,PC,D,I,0,VPG,empieza a amarillea pero el grano aún lechoso y hojas verdes,345672.31122,4627153.63327,,,,1.678,0.11734564329,,0.0,0.0,,,,,,,,,
12,POINT (339487.06956757524 4602406.502195045),2018-05-11,0.0465,0.0793,0.063,0.4075,0.1149,0.3252,0.4107,0.4334,0.1728,0.0896,0,0,0,0,30,151,1,79,2018-04-27,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,2103,CEBADA,80.0,0.0,N,MA,,PC,D,R,0,VPG,esta espigando.  aún sin grano,339487.069566,4602406.50208,,,,3.656,0.77044143191,,0.0,0.0,,,,,,,,,
111,POINT (345667.92227410816 4627244.487446545),2018-07-11,0.0471,0.0736,0.0748,0.2658,0.1164,0.2096,0.2532,0.2798,0.1342,0.0825,0,0,0,0,23,139,1,81,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,-1,137,CENTENO,135.0,0.0,N,MA,,PC,D,I,0,VPG,LAI mixto,345667.922273,4627244.48733,,,,1.582,0.24793144214,,0.0,0.0,,,,,,,,,
112,POINT (345706.29729834537 4627267.403774737),2018-07-11,0.0469,0.074,0.0734,0.2599,0.1167,0.2053,0.25,0.2779,0.1367,0.0868,0,0,0,0,23,139,1,81,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,138,CENTENO,135.0,0.0,N,MA,,PC,D,I,0,VPG,LAI mixto,345706.297297,4627267.40366,,,,1.82,0.16015617378,,0.0,0.0,,,,,,,,,
99,POINT (346902.6721821738 4628016.559212959),2018-06-14,0.0646,0.1134,0.1382,0.4098,0.1978,0.3646,0.406,0.4269,0.3304,0.2367,0,0,0,0,25,147,1,79,2018-05-17,28 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2122,GUISANTES,65.0,0.0,B,MA,,CL,D,R,0,VPG,,346902.672181,4628016.5591,,,,1.982,0.54833383992,,0.0,0.0,,,,,,,,,
100,POINT (346901.5431806038 4628039.383024752),2018-05-17,0.0697,0.1278,0.1762,0.3631,0.228,0.3311,0.3624,0.3788,0.3816,0.2967,0,0,0,0,27,150,0,79,2018-05-07,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,122,GUISANTES,25.0,15.0,B,GU,perpendicular to the path,PC,D,R,0,VPG,,346901.543179,4628039.38291,,,,0.758,0.23317375496,,0.0,0.0,,,,,,,,,
17,POINT (344137.805569116 4626485.962574578),2018-05-17,0.0379,0.0771,0.0541,0.3947,0.1255,0.3241,0.3871,0.4073,0.2351,0.1377,0,0,0,0,30,151,1,82,2018-04-27,20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2108,CEBADA,60.0,0.0,N,FL,,CL,D,R,0,VPG,,344137.805568,4626485.96246,,,,1.718,0.68860002904,,0.0,0.0,,,,,,,,,
116,POINT (346152.49729544146 4627351.11940935),2018-07-11,0.0487,0.0771,0.1078,0.2148,0.1415,0.1784,0.2004,0.2364,0.2354,0.164,0,0,0,0,23,139,1,80,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,5116,TRIGO BLANDO,85.0,5.0,N,SE,,OV,D,R,0,NP,,346152.497294,4627351.11929,,,,2.582,0.74220617082,,0.0,0.0,,,,,,,,,
77,POINT (346228.86868702184 4604258.068107266),2018-06-28,0.0524,0.0832,0.0768,0.3658,0.1201,0.2917,0.364,0.3841,0.2373,0.1381,0,0,0,0,22,139,0,64,2018-06-26,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,Greg,3121,MAIZ,110.0,0.0,-1,-1,,OV,D,I,0,-1,,346228.868686,4604258.06799,,,,2.112,0.59604530029,,0.0,0.0,,,,,,,,,
118,POINT (346128.59508820495 4627426.755941861),2018-07-11,0.0504,0.0762,0.1071,0.2044,0.1403,0.1755,0.2022,0.2351,0.2356,0.1619,0,0,0,0,23,139,1,80,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,-1,139,TRIGO BLANDO,75.0,5.0,N,SE,,OV,D,R,0,NP,,346128.595087,4627426.75583,,,,2.338,0.22796929618,,0.0,0.0,,,,,,,,,
119,POINT (346841.8094333996 4627923.532858195),2018-07-11,0.0483,0.0864,0.0565,0.3541,0.1383,0.2942,0.3313,0.3639,0.1842,0.0988,0,0,0,0,23,139,1,79,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,147,ADORMIDERA,125.0,0.0,B,MA,,PC,-1,I,0,NP,,346841.809432,4627923.53274,,,,2.852,0.65189723117,,0.0,0.0,,,,,,,,,
120,POINT (346863.0870135047 4628011.186728685),2018-07-11,0.0642,0.1046,0.1431,0.2768,0.1835,0.2235,0.2509,0.2967,0.3293,0.2204,0,0,0,0,23,139,1,79,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4122,GUISANTES,40.0,0.0,N,SE,,CL,-1,R,0,NP,Está marrón marrón,346863.087012,4628011.18661,,,,1.996,0.66300829557,,0.0,0.0,,,,,,,,,
121,POINT (346860.936804122 4628040.724242163),2018-07-11,0.0654,0.0994,0.1424,0.2655,0.1791,0.2174,0.2455,0.2904,0.3166,0.2118,0,0,0,0,23,139,1,79,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,145,GUISANTES,50.0,0.0,N,SE,,PC,S,-1,0,NP,Plantas tumbadas,346860.936803,4628040.72413,,,,1.566,0.60185546438,,0.0,0.0,,,,,,,,,
108,POINT (345341.7887746757 4627114.011399882),2018-05-17,0.0383,0.0756,0.0606,0.3809,0.1251,0.3127,0.3731,0.4036,0.2163,0.1267,0,0,0,0,27,149,1,81,2018-05-07,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2113,CEBADA,65.0,0.0,N,MA,,CL,D,R,0,VPG,,345341.788774,4627114.01128,,,,2.624,0.40109849165,,0.0,0.0,,,,,,,,,
83,POINT (358310.8479694321 4618643.668225626),2018-07-10,0.0416,0.0722,0.0655,0.3299,0.1074,0.2497,0.3083,0.3575,0.1412,0.0678,0,0,0,0,22,140,0,211,2018-06-26,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,129,TRIGO BLANDO,90.0,10.0,N,SE,parallel to the way,CL,D,R,0,VPG,,358310.847968,4618643.66811,,,,2.732,0.32797865784,,0.0,0.0,,,,,,,,,
84,POINT (358326.53643383813 4618710.247862896),2018-07-10,0.0423,0.0752,0.0713,0.3221,0.1276,0.249,0.2979,0.349,0.1315,0.0642,0,0,0,0,22,140,0,211,2018-06-26,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,130,TRIGO BLANDO,90.0,10.0,N,SE,,CL,D,R,0,VPG,,358326.536433,4618710.24775,,,,3.126,0.24744696402,,0.0,0.0,,,,,,,,,
85,POINT (357211.36500724126 4618838.092488514),2018-07-10,0.0645,0.1074,0.1084,0.3824,0.1761,0.31,0.3548,0.3892,0.2724,0.1847,0,0,0,0,22,140,0,207,2018-06-26,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,132,CEBADA,50.0,12.0,N,SE,Paralel to the way,CL,D,R,0,NP,,357211.365006,4618838.09237,,,,1.164,0.28605943438,,0.0,0.0,,,,,,,,,
28,POINT (345228.78843413485 4626204.657432743),2018-05-07,0.1041,0.1593,0.2377,0.3316,0.2633,0.2942,0.3179,0.3485,0.4958,0.425,0,0,0,0,30,151,1,81,2018-04-27,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,MR,119,REMOLACHA,4.0,0.0,B,EM,,CL,D,I,0,VPG,,345228.788433,4626204.65732,,,,0.04666666667,0.01154700538,,0.0,0.0,,,,,,,,,
87,POINT (351403.3926777813 4624303.030116184),2018-07-11,0.0554,0.0928,0.1172,0.2604,0.1688,0.2166,0.2449,0.2764,0.3024,0.2103,0,0,0,0,22,139,0,65,2018-06-26,15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,151,TRIGO BLANDO,65.0,12.0,N,SE,Parallel to the way,PC,D,R,0,NP,,351403.392677,4624303.03,,,,1.468,0.35751923025,,0.0,0.0,,,,,,,,,
88,POINT (351387.6940700384 4624321.748044322),2018-07-11,0.0548,0.0912,0.1158,0.2656,0.183,0.2471,0.2726,0.3038,0.3043,0.223,0,0,0,0,22,139,0,65,2018-06-26,15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,2124,TRIGO BLANDO,65.0,12.0,N,SE,Parallel to the way,PC,D,R,0,NP,,351387.694069,4624321.74793,,,,1.764,0.1943707797,,0.0,0.0,,,,,,,,,
89,POINT (351408.16847093345 4624326.267249973),2018-06-28,0.0646,0.1105,0.1441,0.2638,0.179,0.23,0.2554,0.2845,0.2918,0.2077,0,0,0,0,22,139,0,65,2018-06-26,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,124,TRIGO BLANDO,0.0,12.0,N,SE,parallel to the way,PC,D,R,0,VPG,las medias D y El está  más verde el trigo y x lo tanto más espeso,351408.16847,4624326.26713,,,,1.404,0.55292856682,,0.0,0.0,,,,,,,,,
92,POINT (351401.6698992969 4624386.43680833),2018-06-14,0.0599,0.0981,0.0818,0.3949,0.1406,0.3299,0.3867,0.4114,0.206,0.1217,0,0,0,0,24,146,0,74,2018-05-22,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180522-111119-931_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2123,GUISANTES,65.0,0.0,B,MA,,PC,D,R,0,-1,parecen dañados x granizo,351401.669898,4624386.43669,,,,3.656,1.66106291272,,0.0,0.0,,,,,,,,,
91,POINT (351387.7824235369 4624379.725904998),2018-06-28,0.0682,0.1278,0.1234,0.3775,0.2179,0.3126,0.3439,0.4025,0.2673,0.1614,0,0,0,0,22,139,0,65,2018-06-26,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,3123,GUISANTES,0.0,0.0,-1,SE,,PC,D,R,0,VPG,casi seco,351387.782422,4624379.72579,,,,2.506,0.84978232507,,0.0,0.0,,,,,,,,,
34,POINT (345262.3177759696 4626367.697457529),2018-05-07,0.0834,0.1333,0.1957,0.2696,0.2165,0.2387,0.2589,0.2843,0.4423,0.3678,0,0,0,0,30,151,1,81,2018-04-27,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,MR,118,GIRASOL,3.0,50.0,B,EM,paralelo al camino,CL,D,R,0,-1,Se registra el ESU peor no se mide el LAI dado que se corresponde a 0. Apenas tiene los cotiledones,345262.317775,4626367.69734,,,,0.0,0.0,,0.0,0.0,,,,,,,,,
93,POINT (351372.04869233066 4624398.250001307),2018-07-11,0.0666,0.1203,0.1316,0.3542,0.2153,0.2944,0.3298,0.3825,0.2863,0.1792,0,0,0,0,22,139,0,65,2018-06-26,15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,4123,GUISANTES,30.0,0.0,N,SE,Perpendicular,PC,S,R,0,NP,Plantas muy tumbadas,351372.048691,4624398.24989,,,,1.718,0.72181715136,,0.0,0.0,,,,,,,,,
94,POINT (347095.255168831 4627491.170116216),2018-07-11,0.0419,0.0795,0.0628,0.4663,0.1331,0.409,0.4691,0.488,0.2587,0.1245,0,0,0,0,22,139,1,79,2018-06-26,15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,150,GIRASOL,150.0,40.0,B,FL,Perpendicular,PC,D,I,0,NP,,347095.255168,4627491.17,,,,2.512,0.29346209295,,0.0,0.0,,,,,,,,,
95,POINT (347049.6050883936 4627603.451738498),2018-07-11,0.0397,0.065,0.0818,0.2352,0.1333,0.1997,0.2309,0.2625,0.1851,0.1164,0,0,0,0,22,139,1,80,2018-06-26,15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,148,TRIGO BLANDO,50.0,20.0,N,SE,,PC,D,R,0,NP,,347049.605087,4627603.45162,,,,3.066,0.99472609295,,0.0,0.0,,,,,,,,,
96,POINT (347144.52779524855 4627620.915112225),2018-07-11,0.0407,0.0645,0.0737,0.2264,0.1207,0.1882,0.2176,0.2492,0.1846,0.1233,0,0,0,0,22,139,1,79,2018-06-26,15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,149,TRIGO BLANDO,50.0,20.0,N,SE,Parallel to the way,PC,D,R,0,NP,,347144.527794,4627620.915,,,,3.086,0.28693204771,,0.0,0.0,,,,,,,,,
97,POINT (346935.6787655711 4627942.653033144),2018-07-11,0.0565,0.1002,0.0649,0.4745,0.1598,0.3955,0.4517,0.485,0.1768,0.0851,0,0,0,0,22,139,1,80,2018-06-26,15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,146,ADORMIDERA,125.0,0.0,B,MA,,PC,-1,I,0,NP,,346935.678764,4627942.65292,,,,2.794,0.58760530971,,0.0,0.0,,,,,,,,,
98,POINT (346895.6498945779 4628001.075310346),2018-06-28,0.0605,0.1266,0.0988,0.4293,0.2261,0.3792,0.4182,0.4521,0.2276,0.1291,0,0,0,0,22,139,1,80,2018-06-26,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3122,GUISANTES,0.0,0.0,B,SE,,PC,D,R,0,VPG,,346895.649893,4628001.07519,,,,1.394,0.34925635284,,0.0,0.0,,,,,,,,,
41,POINT (344049.674786464 4626541.880786588),2018-05-07,0.0655,0.1054,0.1668,0.2489,0.1894,0.2236,0.2421,0.2638,0.4077,0.3454,0,0,0,0,30,151,1,82,2018-04-27,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,MR,107,GARBANZOS,8.0,14.0,B,GU,N-S,CL,D,R,0,VPG,,344049.674785,4626541.88067,,,,0.126,0.07300684899,,0.0,0.0,,,,,,,,,
42,POINT (344083.739135387 4626551.941802884),2018-06-15,0.0714,0.1169,0.1807,0.2708,0.2078,0.242,0.2625,0.2854,0.4253,0.3588,0,0,0,0,30,151,1,82,2018-04-27,49 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3107,GARBANZOS,40.0,0.0,B,-1,,CL,-1,R,0,VPG,,344083.739134,4626551.94169,,,,2.978,1.0274093634,,0.0,0.0,,,,,,,,,
43,POINT (344171.32942176296 4626558.086115739),2018-06-15,0.0403,0.0762,0.0599,0.3633,0.1271,0.3081,0.3607,0.3886,0.2108,0.1172,0,0,0,0,30,151,1,82,2018-04-27,49 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3108,CEBADA,60.0,0.0,-1,-1,,CL,D,-1,0,-1,cebada de 2 carreras,344171.329421,4626558.086,,,,2.66,0.34409301068,,0.0,0.0,,,,,,,,,
