,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,StudySite,ESUnumber,CropType,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,X_UTM,Y_UTM,LAI_g_B_mi,fCover,LicorLAI,LAI_AccuPA,SD_LAI_Acc,B443_1,B490_1,B560_1,B665_1,B705_1,B740_1,B783_1,B842_1,B865_1,B945_1,B1610_1,B2190_1
97,POINT (346935.6787655711 4627942.653033144),2018-07-11,0.0415,0.0905,0.0464,0.5438,0.1389,0.4304,0.5129,0.5333,0.167,0.0851,0,0,0,0,22,140,1,80,2018-06-16,25 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,146,ADORMIDERA,125.0,0.0,B,MA,,PC,-1,I,0,NP,,346935.678764,4627942.65292,,,,2.794,0.58760530971,,0.0,0.0,,,,,,,,,
30,POINT (345241.65150701394 4626229.486826328),2018-07-11,0.0368,0.0697,0.0391,0.5149,0.1103,0.4139,0.5122,0.5321,0.1576,0.0728,0,0,0,0,23,139,1,81,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,143,REMOLACHA,45.0,0.0,B,GU,,PC,D,I,0,VPG,,345241.651506,4626229.48671,,,,2.724,1.32683081062,,0.0,0.0,,,,,,,,,
17,POINT (344137.805569116 4626485.962574578),2018-05-17,0.0387,0.0741,0.0584,0.4005,0.1292,0.3318,0.4047,0.4244,0.2202,0.1364,0,0,0,0,27,149,1,82,2018-05-07,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2108,CEBADA,60.0,0.0,N,FL,,CL,D,R,0,VPG,,344137.805568,4626485.96246,,,,1.718,0.68860002904,,0.0,0.0,,,,,,,,,
32,POINT (344614.39914060436 4626276.303401981),2018-07-10,0.0488,0.0928,0.0758,0.3872,0.1587,0.3121,0.3648,0.4061,0.1745,0.0939,0,0,0,0,23,139,1,82,2018-07-06,4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,136,ALPISTE,110.0,0.0,N,MA,,CL,D,R,0,,"Muchas zonas con cereal tumbado. LAI mixto, pero más marrón. Misma parcela que la 2110",344614.399139,4626276.30329,,,,3.876,0.21372880012,,0.0,0.0,,,,,,,,,
101,POINT (345358.63929191977 4626401.10933214),2018-07-02,0.075,0.1259,0.146,0.3479,0.2025,0.3029,0.3309,0.3552,0.3827,0.2953,0,0,0,0,22,140,1,82,2018-06-16,16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4117,GARBANZOS,55.0,0.0,B,MA,,PC,D,R,0,VPG,,345358.639291,4626401.10922,,,,1.896,0.44847519441,,0.0,0.0,,,,,,,,,
102,POINT (345364.5469071673 4626427.978790575),2018-05-07,0.0818,0.1321,0.1873,0.2601,0.2112,0.233,0.2549,0.2771,0.4313,0.3624,0,0,0,0,30,151,1,80,2018-04-27,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,MR,117,GARBANZOS,6.0,15.0,B,GU,paralelo to the way between sugarbeet,CL,D,R,0,VPG,,345364.546906,4626427.97867,,,,0.16,0.09027735043,,0.0,0.0,,,,,,,,,
35,POINT (344613.6364471498 4626394.272705984),2018-07-10,0.0448,0.0836,0.0735,0.3305,0.1476,0.283,0.3278,0.368,0.1648,0.0904,0,0,0,0,23,139,1,82,2018-07-06,4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2110,ALPISTE,110.0,0.0,N,MA,,CL,D,R,0,VPG,LAI mixto,344613.636446,4626394.27259,,,,3.836,1.47374692536,,0.0,0.0,,,,,,,,,
104,POINT (345423.8017284372 4626882.000116209),2018-05-17,0.0427,0.0818,0.0735,0.3488,0.1381,0.3102,0.3468,0.3643,0.2673,0.1624,0,0,0,0,30,151,1,81,2018-04-27,20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2114,VEZA,45.0,0.0,B,FL,,CL,D,R,0,VPG,,345423.801727,4626882.0,,,,2.724,0.49196544594,,0.0,0.0,,,,,,,,,
105,POINT (345399.6236175561 4626884.270193868),2018-07-02,0.0292,0.0557,0.034,0.49,0.105,0.3813,0.4702,0.5057,0.1823,0.0958,0,0,0,0,22,140,1,82,2018-06-16,16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4114,VEZA,45.0,0.0,B,MA,,PC,D,R,0,VPG,,345399.623616,4626884.27008,,,,4.382,1.77103641973,,0.0,0.0,,,,,,,,,
38,POINT (345277.8601605389 4626432.6301162075),2018-07-11,0.0423,0.0875,0.0555,0.4655,0.1367,0.4156,0.4675,0.4858,0.2426,0.1174,0,0,0,0,23,139,1,81,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5118,GIRASOL,150.0,0.0,B,FL,,OV,D,R,0,VPG,,345277.860159,4626432.63,,,,4.424,0.53002830113,,0.0,0.0,,,,,,,,,
39,POINT (345304.0540164835 4626507.660236957),2018-07-11,0.039,0.0826,0.0463,0.4809,0.1349,0.421,0.4786,0.4937,0.2308,0.105,0,0,0,0,23,139,1,81,2018-07-06,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,142,GIRASOL,150.0,0.0,B,FL,,PC,D,R,0,,LAI green. Misma parcela que el ESU 5118. Condiciones de cielo cambiante (PAR entre 1500-2000),345304.054015,4626507.66012,,,,3.278,0.7751580484,,0.0,0.0,,,,,,,,,
108,POINT (345341.7887746757 4627114.011399882),2018-05-17,0.0428,0.0768,0.062,0.3549,0.1254,0.3034,0.358,0.3815,0.2209,0.1269,0,0,0,0,30,151,1,81,2018-04-27,20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180427-111527-232_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2113,CEBADA,65.0,0.0,N,MA,,CL,D,R,0,VPG,,345341.788774,4627114.01128,,,,2.624,0.40109849165,,0.0,0.0,,,,,,,,,
1,POINT (339293.0540185919 4601170.966222147),2018-06-28,0.1033,0.1497,0.2003,0.3227,0.2379,0.2849,0.3151,0.3588,0.3801,0.2709,0,0,0,0,22,139,1,80,2018-06-26,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4106,MEZCLA AVENA-TRIGO,0.0,0.0,-1,-1,,PC,-1,-1,0,-1,segado. La siega está  en hileras,339293.054017,4601170.96611,,,,0.0,0.0,,0.0,0.0,,,,,,,,,
2,POINT (339227.654661163 4601185.525707796),2018-06-28,0.0429,0.0743,0.0687,0.324,0.125,0.256,0.307,0.3513,0.2213,0.1213,0,0,0,0,22,139,1,80,2018-06-26,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4104,ALFALFA,0.0,0.0,B,MA,,PC,-1,R,0,-1,,339227.65466,4601185.52559,,,,2.298,0.25839891641,,0.0,0.0,,,,,,,,,
5,POINT (339290.4095349032 4601195.443585707),2018-06-14,0.0457,0.0788,0.0658,0.397,0.118,0.3094,0.393,0.4279,0.1919,0.1077,0,0,0,0,24,146,1,86,2018-05-22,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180522-111119-931_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,3106,MEZCLA AVENA-TRIGO,90.0,0.0,-1,-1,,CL,D,R,0,VPG,,339290.409534,4601195.44347,,,,2.632,0.58827714557,,0.0,0.0,,,,,,,,,
6,POINT (339220.6146319591 4601203.522991464),2018-06-14,0.0362,0.0662,0.0448,0.4732,0.1114,0.3475,0.4425,0.502,0.2041,0.097,0,0,0,0,24,146,1,86,2018-05-22,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180522-111119-931_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,3104,ALFALFA,40.0,0.0,B,FL,,CL,D,R,0,VPG,,339220.614631,4601203.52288,,,,2.94,1.03951911959,,0.0,0.0,,,,,,,,,
45,POINT (344090.7582068914 4626573.341601083),2018-07-10,0.0436,0.0784,0.0542,0.5513,0.1344,0.4298,0.5066,0.5311,0.2307,0.1184,0,0,0,0,23,139,1,83,2018-07-06,4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5107,GARBANZOS,50.0,0.0,B,MA,,CL,D,R,0,VPG,,344090.758206,4626573.34148,,,,3.132,0.65074572607,,0.0,0.0,,,,,,,,,
46,POINT (344099.5626528305 4626647.253501864),2018-07-10,0.0507,0.0762,0.1113,0.1775,0.1327,0.1539,0.1713,0.2005,0.2272,0.1544,0,0,0,0,23,139,1,83,2018-07-06,4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5109,TRIGO BLANDO,75.0,0.0,N,SE,,CL,D,R,0,VPG,en senescencia aunque aún tiene una hoja algo verde,344099.562652,4626647.25339,,,,2.816,0.46495161039,,0.0,0.0,,,,,,,,,
33,POINT (345280.40727117547 4626363.583162865),2018-06-15,0.1009,0.14,0.1908,0.3052,0.2126,0.2515,0.2757,0.3017,0.4613,0.371,0,0,0,0,25,147,1,81,2018-05-17,29 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3118,GIRASOL,55.0,0.0,B,GU,,CL,D,R,0,VPG,,345280.40727,4626363.58305,,,,1.84,0.71035202541,,0.0,0.0,,,,,,,,,
10,POINT (339266.3042891868 4601285.09467955),2018-06-14,0.0521,0.0825,0.0864,0.2756,0.1249,0.2428,0.2822,0.2893,0.2041,0.1374,0,0,0,0,24,146,1,86,2018-05-22,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180522-111119-931_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,3105,LENTEJAS,50.0,0.0,B,FL,,CL,D,R,0,VPG,,339266.304288,4601285.09456,,,,5.88,1.08372044366,,0.0,0.0,,,,,,,,,
73,POINT (345471.83686850674 4603233.7701159455),2018-05-11,0.0203,0.0583,0.0176,0.4972,0.0943,0.3772,0.4813,0.502,0.1503,0.0811,0,0,0,0,28,150,0,72,2018-05-02,9 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180502-111526-843_L2A_T30TUM_D_V1-7_roi_0.tif,Greg,2102,RAYGRAS,20.0,0.0,N,GU,,PC,-1,R,0,VPG,lo han segado. merece la pena seguir mi siendo el lai aquí?,345471.836867,4603233.77,,,,1.11,1.7818669984,,0.0,0.0,,,,,,,,,
