,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,DHP,CAN-EYE Version,Species,NameESU,X-WGS84,Y-WGS84,PAIeff – CE,PAIeff CE V5.1,PAIeff – P57,PAIeff Miller,"PAIeff – LAI2000, 3 rings","PAIeff – LAI2000, 4 rings","PAIeff – LAI2000, 5 rings",PAItrue – CE,PAItrue – CE V5.1,PAItrue – P57,PAItrue – Miller
66,POINT (359379.5496775084 4813769.857746564),2018-02-27,0.0392,0.0679,0.0558,0.2703,0.1122,0.2492,0.2712,0.2834,0.1774,0.1006,0,0,0,0,54,158,2,293,2018-02-25,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,PAV-10,1.26166,43.46363,0.52,0.51,0.53,0.51,0.51,0.51,0.45,0.67,0.6,0.68,0.51
67,POINT (360535.9694825271 4813813.590240535),2018-04-04,0.0461,0.0653,0.0735,0.2872,0.1246,0.2504,0.2778,0.3023,0.1545,0.0863,0,0,0,0,54,158,2,293,2018-02-25,38 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-4,1.275938,43.4642399999999,0.74,0.82,0.73,0.79,1.23,1.02,0.84,1.08,1.11,1.08,0.84
72,POINT (357167.28269570717 4814169.737223526),2017-11-28,0.1135,0.1642,0.2126,0.2595,0.2319,0.2529,0.2647,0.2703,0.3156,0.271,0,0,0,0,57,168,1,293,2017-10-28,31 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171028-105128-457_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,MER-27,1.23422,43.46681,0.11,0.11,0.11,0.08,0.13,0.13,0.11,0.22,0.17,0.22,0.05
89,POINT (360496.7346973149 4813849.512790719),2017-11-28,0.0561,0.0855,0.0705,0.3318,0.1229,0.2852,0.3169,0.3338,0.1806,0.1142,0,0,0,0,64,169,2,295,2017-11-22,6 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20171122-105612-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-4,1.275444,43.464556,0.86,0.84,0.86,0.82,1.02,0.96,0.83,2.12,1.56,2.12,0.92
70,POINT (358888.4719634021 4813275.6935910145),2018-02-27,0.041,0.0825,0.0559,0.3443,0.1335,0.3153,0.3518,0.36,0.1785,0.091,0,0,0,0,54,158,2,293,2018-02-25,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-18-3-B,1.25572,43.45909,1.34,1.32,1.34,1.31,1.27,1.34,1.13,1.67,1.63,1.67,1.43
89,POINT (360496.7346973149 4813849.512790719),2017-11-28,0.0443,0.0687,0.0566,0.3204,0.102,0.2742,0.3039,0.3193,0.1493,0.0834,0,0,0,0,65,168,2,293,2017-11-27,1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171127-105827-648_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-4,1.275444,43.464556,0.86,0.84,0.86,0.82,1.02,0.96,0.83,2.12,1.56,2.12,0.92
90,POINT (360258.14064841135 4814067.119349233),2017-11-28,0.0376,0.0648,0.0379,0.4545,0.0921,0.3937,0.4526,0.4724,0.1338,0.0504,0,0,0,0,65,168,2,293,2017-11-27,1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171127-105827-648_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-3,1.27244,43.46647,2.18,2.18,2.18,2.14,3.51,2.8,2.4,3.69,4.1,3.69,2.22
23,POINT (356583.6979309677 4815001.02553004),2018-02-27,0.0353,0.0702,0.0442,0.2908,0.1085,0.257,0.2869,0.2902,0.1533,0.0793,0,0,0,0,59,160,1,296,2018-02-10,17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180210-105158-460_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-1,1.22679,43.47418,1.39,1.34,1.39,1.36,1.2,1.31,1.14,1.75,1.62,1.75,1.44
50,POINT (356795.3553948401 4816426.183508198),2018-05-02,0.0301,0.051,0.0344,0.409,0.0667,0.2801,0.3961,0.416,0.1287,0.0597,0,0,0,0,33,155,1,296,2018-04-21,11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,BLA-1-4,1.229031,43.487047,,,,,,,,,,,
57,POINT (356928.13110542204 4819568.138860158),2017-11-28,0.0444,0.0693,0.0396,0.4196,0.1002,0.3691,0.4184,0.4357,0.1483,0.0611,0,0,0,0,63,169,1,265,2017-11-17,11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171117-105314-464_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOP-13,1.229846,43.51535,1.74,1.8,1.74,1.75,2.0,1.82,1.62,3.88,3.52,3.88,1.81
54,POINT (356795.5194854366 4816426.2911276),2017-11-29,0.0672,0.1022,0.1373,0.1706,0.1462,0.1582,0.1678,0.1795,0.2174,0.1774,0,0,0,0,60,168,1,264,2017-11-07,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171107-105753-766_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,BLA-1-4,1.229033,43.487048,0.16,0.14,0.15,0.16,0.12,0.14,0.12,0.16,0.16,0.16,0.17
81,POINT (357109.40728736285 4816323.175367713),2017-11-29,0.0504,0.0863,0.0716,0.3538,0.1216,0.3169,0.3523,0.366,0.2056,0.1166,0,0,0,0,57,168,1,265,2017-10-28,32 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171028-105128-457_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-1-6,1.23294,43.48618,1.06,1.08,1.05,1.13,1.45,1.23,1.06,1.98,1.62,1.98,1.29
78,POINT (357501.56609843497 4814745.983889385),2018-02-27,0.0456,0.0818,0.0655,0.38,0.128,0.3368,0.3762,0.3926,0.1764,0.089,0,0,0,0,54,158,1,293,2018-02-25,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,MER-37,1.2382,43.4720599999999,0.69,0.69,0.69,0.65,0.9,0.77,0.68,1.5,1.14,1.5,0.67
79,POINT (357109.40728736285 4816323.175367713),2018-02-27,0.0311,0.0528,0.028,0.4943,0.0914,0.3538,0.4295,0.4676,0.1311,0.0533,0,0,0,0,54,158,1,293,2018-02-25,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-1-6,1.23294,43.48618,1.01,0.99,1.01,0.98,1.11,1.03,0.91,1.88,1.29,1.88,0.99
30,POINT (353927.8194270128 4814833.227965947),2018-03-01,0.046,0.0652,0.0725,0.2945,0.1228,0.268,0.2971,0.3076,0.123,0.0689,0,0,0,0,59,160,1,263,2018-02-10,19 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180210-105158-460_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BRA-70,1.1940134,43.472156,1.06,1.01,1.06,1.04,1.2,1.11,0.99,2.12,1.53,2.13,1.06
99,POINT (357084.81902665924 4817108.139718194),2017-11-28,0.0426,0.0698,0.0585,0.2992,0.1027,0.2535,0.2872,0.3049,0.1452,0.0748,0,0,0,0,65,168,1,293,2017-11-27,1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171127-105827-648_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOP-9,1.23243,43.49324,0.78,0.8,0.78,0.79,0.91,0.85,0.72,1.22,0.9,1.22,0.83
4,POINT (354629.49327609537 4814171.369879725),2018-05-29,0.0169,0.0397,0.0191,0.4454,0.0616,0.3018,0.4342,0.4573,0.1102,0.0453,0,0,0,0,27,152,1,264,2018-05-11,18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter wheat,BRA-12-18,1.202861,43.466336,3.84,3.73,3.84,3.83,3.38,3.52,3.15,5.25,5.16,5.25,4.04
33,POINT (353934.6029555879 4814860.192333617),2018-04-06,0.0456,0.0638,0.0677,0.2978,0.1192,0.2743,0.3056,0.3108,0.1224,0.0662,0,0,0,0,59,160,1,263,2018-02-10,55 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180210-105158-460_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BRA-70,1.19409,43.4724,1.36,1.53,1.36,1.57,2.39,1.86,1.54,2.01,2.09,2.01,1.75
60,POINT (359171.75398383493 4813159.768230973),2018-05-04,0.0514,0.0861,0.0765,0.2661,0.1345,0.233,0.2658,0.2723,0.1663,0.1033,0,0,0,0,33,155,2,295,2018-04-21,13 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-18-3-A,1.25925,43.4581,,,,,,,,,,,
89,POINT (360496.7346973149 4813849.512790719),2017-11-28,0.0869,0.1216,0.1316,0.2942,0.1623,0.2601,0.2797,0.298,0.2553,0.1897,0,0,0,0,57,168,2,293,2017-10-28,31 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171028-105128-457_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-4,1.275444,43.464556,0.86,0.84,0.86,0.82,1.02,0.96,0.83,2.12,1.56,2.12,0.92
82,POINT (357109.40728736285 4816323.175367713),2018-04-04,0.0235,0.0367,0.0155,0.4452,0.0558,0.3322,0.4181,0.4287,0.0881,0.0419,0,0,0,0,45,157,1,296,2018-03-22,13 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180322-105809-862_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-1-6,1.23294,43.48618,0.88,0.97,0.88,0.98,1.32,1.12,0.93,1.1,1.0,1.1,1.07
87,POINT (357367.1701126823 4816995.482327597),2018-02-27,0.0428,0.0692,0.0632,0.2507,0.1168,0.2235,0.2475,0.2545,0.1743,0.1014,0,0,0,0,54,158,1,293,2018-02-25,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,BLA-4,1.23595,43.49228,0.72,0.69,0.73,0.7,0.59,0.64,0.57,0.84,0.77,0.83,0.72
88,POINT (360528.7691026892 4813821.516874786),2018-02-27,0.0523,0.0689,0.0882,0.2426,0.1296,0.2265,0.2578,0.2793,0.156,0.0893,0,0,0,0,54,158,2,293,2018-02-25,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-4,1.275847,43.4643099999999,0.8,0.84,0.81,0.83,0.9,0.84,0.73,1.43,1.23,1.43,0.93
65,POINT (359331.2362130422 4813665.31340009),2018-05-04,0.0356,0.064,0.0428,0.3313,0.0943,0.2725,0.3319,0.3481,0.1378,0.0721,0,0,0,0,33,155,2,295,2018-04-21,13 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,PAV-10,1.26109,43.46268,2.7,,,,,,,3.54,,,
72,POINT (357167.28269570717 4814169.737223526),2017-11-28,0.0615,0.1027,0.1255,0.1982,0.1509,0.1855,0.1985,0.2075,0.2254,0.1757,0,0,0,0,63,169,1,293,2017-11-17,11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171117-105314-464_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,MER-27,1.23422,43.46681,0.11,0.11,0.11,0.08,0.13,0.13,0.11,0.22,0.17,0.22,0.05
89,POINT (360496.7346973149 4813849.512790719),2017-11-28,0.127,0.1668,0.222,0.2565,0.2267,0.2405,0.2526,0.2692,0.3264,0.2609,0,0,0,0,41,160,2,295,2017-09-13,76 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20170913-105335-667_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-4,1.275444,43.464556,0.86,0.84,0.86,0.82,1.02,0.96,0.83,2.12,1.56,2.12,0.92
68,POINT (358991.0302207536 4813264.657424471),2018-05-04,0.0526,0.0905,0.0873,0.2645,0.1437,0.2406,0.2677,0.2827,0.1802,0.1162,0,0,0,0,33,155,2,296,2018-04-21,13 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-18-3-B,1.25699,43.45901,,,,,,,,,,,
101,POINT (357051.6147779844 4817144.400542486),2018-04-06,0.0427,0.0658,0.0691,0.3162,0.1218,0.2613,0.2927,0.3126,0.1633,0.0909,0,0,0,0,52,158,1,296,2018-03-02,35 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180302-105023-464_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOP-9,1.23201,43.49356,1.85,2.14,1.85,2.09,2.44,2.2,1.82,3.17,2.49,3.17,2.26
94,POINT (360378.7451864908 4814263.501234847),2018-02-27,0.0352,0.056,0.0523,0.3219,0.0964,0.3259,0.3531,0.3885,0.1374,0.0641,0,0,0,0,54,158,2,293,2018-02-25,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-3,1.27388,43.46826,1.6,1.59,1.6,1.6,1.97,1.79,1.54,2.31,1.74,2.31,1.59
51,POINT (356795.3553948401 4816426.183508198),2018-06-20,0.009,0.028,0.0082,0.4472,0.0426,0.2723,0.4304,0.465,0.0996,0.0407,0,0,0,0,25,150,1,296,2018-05-21,30 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,BLA-1-4,1.229031,43.487047,0.29,0.3,0.29,0.31,0.38,0.33,0.28,0.34,0.35,0.34,0.36
52,POINT (356795.3553948401 4816426.183508198),2018-05-29,0.009,0.028,0.0082,0.4472,0.0426,0.2723,0.4304,0.465,0.0996,0.0407,0,0,0,0,25,150,1,296,2018-05-21,8 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter wheat,BLA-1-4,1.229031,43.487047,3.53,3.43,3.53,3.54,3.17,3.26,2.93,4.99,5.04,4.99,3.8
105,POINT (358504.56316665234 4817843.681727845),2018-05-04,0.0349,0.0698,0.0427,0.3859,0.1252,0.3361,0.3791,0.4,0.1644,0.0811,0,0,0,0,52,158,2,296,2018-03-02,63 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180302-105023-464_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,LAM-3-2,1.24979,43.50013,3.39,3.43,3.39,3.4,3.0,3.09,2.74,4.88,4.95,4.88,3.86
20,POINT (356669.99044031696 4814911.41052826),2018-05-29,0.0301,0.0599,0.0485,0.2678,0.0922,0.2131,0.2511,0.2747,0.1321,0.0719,0,0,0,0,27,152,1,296,2018-05-11,18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter barley,PAV-1,1.22788,43.47339,2.55,2.44,2.54,2.46,2.11,2.25,2.04,3.52,3.22,3.52,2.53
81,POINT (357109.40728736285 4816323.175367713),2017-11-29,0.0373,0.071,0.0424,0.4213,0.0976,0.3677,0.4173,0.4342,0.1472,0.0603,0,0,0,0,63,169,1,268,2017-11-17,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171117-105314-464_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-1-6,1.23294,43.48618,1.06,1.08,1.05,1.13,1.45,1.23,1.06,1.98,1.62,1.98,1.29
100,POINT (357051.6147779844 4817144.400542486),2018-02-27,0.0408,0.0632,0.0609,0.3163,0.113,0.2638,0.2958,0.316,0.1625,0.0925,0,0,0,0,54,158,1,293,2018-02-25,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOP-9,1.23201,43.49356,0.9,0.84,0.9,0.85,1.04,0.96,0.85,1.29,0.97,1.29,0.86
101,POINT (357051.6147779844 4817144.400542486),2018-04-06,0.0408,0.0632,0.0609,0.3163,0.113,0.2638,0.2958,0.316,0.1625,0.0925,0,0,0,0,54,158,1,293,2018-02-25,40 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOP-9,1.23201,43.49356,1.85,2.14,1.85,2.09,2.44,2.2,1.82,3.17,2.49,3.17,2.26
102,POINT (358580.899225894 4817815.96569697),2018-04-04,0.0265,0.0563,0.0267,0.3303,0.0926,0.2935,0.3347,0.3452,0.1405,0.0635,0,0,0,0,54,158,2,293,2018-02-25,38 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,LAM-3-2,1.250741,43.499895,2.71,3.08,2.71,2.89,2.85,2.77,2.38,3.9,4.18,3.9,3.19
81,POINT (357109.40728736285 4816323.175367713),2017-11-29,0.0409,0.0711,0.0474,0.3978,0.1037,0.3369,0.3816,0.4009,0.1644,0.0763,0,0,0,0,60,168,1,265,2017-11-07,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171107-105753-766_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-1-6,1.23294,43.48618,1.06,1.08,1.05,1.13,1.45,1.23,1.06,1.98,1.62,1.98,1.29
26,POINT (356891.32573221275 4815464.478141185),2018-05-28,0.0347,0.0633,0.0327,0.504,0.0934,0.3877,0.4826,0.4999,0.087,0.0371,0,0,0,0,27,152,1,296,2018-05-11,17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-5-13,1.23047,43.47841,1.98,1.96,1.98,1.98,2.22,2.1,1.81,2.53,2.27,2.53,2.07
101,POINT (357051.6147779844 4817144.400542486),2018-04-06,0.0272,0.0446,0.0318,0.3192,0.0727,0.259,0.3053,0.3137,0.1136,0.0651,0,0,0,0,45,157,1,296,2018-03-22,15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180322-105809-862_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOP-9,1.23201,43.49356,1.85,2.14,1.85,2.09,2.44,2.2,1.82,3.17,2.49,3.17,2.26
106,POINT (358504.56316665234 4817843.681727845),2018-03-01,0.022,0.0622,0.0221,0.3924,0.1036,0.3401,0.3862,0.3973,0.1419,0.0604,0,0,0,0,54,158,2,293,2018-02-25,4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,LAM-3-2,1.24979,43.50013,1.45,1.41,1.44,1.41,1.66,1.52,1.35,1.67,1.46,1.67,1.47
89,POINT (360496.7346973149 4813849.512790719),2017-11-28,0.0575,0.0836,0.0756,0.3058,0.1167,0.2668,0.2959,0.3094,0.1816,0.1112,0,0,0,0,63,169,2,293,2017-11-17,11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171117-105314-464_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-4,1.275444,43.464556,0.86,0.84,0.86,0.82,1.02,0.96,0.83,2.12,1.56,2.12,0.92
90,POINT (360258.14064841135 4814067.119349233),2017-11-28,0.0421,0.0689,0.0389,0.4444,0.0966,0.3872,0.4359,0.4713,0.1465,0.0562,0,0,0,0,63,169,2,293,2017-11-17,11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171117-105314-464_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-3,1.27244,43.46647,2.18,2.18,2.18,2.14,3.51,2.8,2.4,3.69,4.1,3.69,2.22
109,POINT (379551.10866501246 4820319.0963221295),2018-02-28,0.0407,0.0707,0.0682,0.2258,0.1188,0.1942,0.2072,0.2271,0.1872,0.1081,0,0,0,0,54,159,3,290,2018-02-25,3 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,AUZ-10-1-PP,1.50948,43.5261,0.54,0.51,0.55,0.49,0.5,0.51,0.47,0.72,0.55,0.72,0.47
10,POINT (355259.0896156246 4811660.580328564),2017-11-28,0.1019,0.1605,0.1772,0.2879,0.2093,0.2704,0.2849,0.2905,0.2692,0.219,0,0,0,0,52,166,1,297,2017-10-13,46 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20171013-105315-025_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BON-33,1.211307,43.443861,1.51,1.58,1.51,1.51,1.91,1.7,1.48,3.57,3.13,3.57,1.7
107,POINT (379094.95532199205 4820306.177671071),2018-05-05,0.0479,0.0862,0.078,0.3115,0.1396,0.2838,0.314,0.3278,0.2255,0.1417,0,0,0,0,44,157,3,292,2018-03-22,44 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180322-105809-862_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,AUZ-2-2-ME,1.50384,43.52591,,,,,,,,,,,
108,POINT (379094.95532199205 4820306.177671071),2018-04-03,0.0479,0.0862,0.078,0.3115,0.1396,0.2838,0.314,0.3278,0.2255,0.1417,0,0,0,0,44,157,3,292,2018-03-22,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180322-105809-862_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,AUZ-2-2-ME,1.50384,43.52591,2.33,2.28,2.33,2.33,1.98,2.11,1.88,3.34,3.02,3.34,2.53
113,POINT (379111.73043892207 4820321.984937879),2018-02-28,0.055,0.0929,0.092,0.2339,0.147,0.2172,0.2331,0.2401,0.2081,0.1321,0,0,0,0,54,159,3,290,2018-02-25,3 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180225-105018-458_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,AUZ-2-2-ME,1.504044,43.526055,0.74,0.64,0.74,0.67,0.49,0.59,0.54,0.95,0.77,0.95,0.69
108,POINT (379094.95532199205 4820306.177671071),2018-04-03,0.0368,0.068,0.0582,0.2791,0.1063,0.2428,0.2793,0.2914,0.1625,0.091,0,0,0,0,41,157,3,292,2018-04-01,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180401-105529-510_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,AUZ-2-2-ME,1.50384,43.52591,2.33,2.28,2.33,2.33,1.98,2.11,1.88,3.34,3.02,3.34,2.53
91,POINT (360267.4995054506 4814089.146769378),2018-05-28,0.0425,0.1135,0.0882,0.5157,0.1504,0.423,0.5249,0.5427,0.1318,0.0642,0,0,0,0,33,155,2,295,2018-04-21,37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-3,1.27255,43.46667,1.94,1.99,1.94,1.95,2.09,1.98,1.73,2.42,2.25,2.42,2.01
112,POINT (379551.10866501246 4820319.0963221295),2018-04-03,0.0399,0.0733,0.0641,0.3137,0.1296,0.2733,0.3099,0.3262,0.2212,0.1324,0,0,0,0,44,157,3,292,2018-03-22,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180322-105809-862_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,AUZ-10-1-PP,1.50948,43.5261,1.71,1.65,1.71,1.64,1.43,1.52,1.37,2.31,1.99,2.31,1.69
