,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,Sequent_N,Ref_N,Hour_UTC+1,Operator,Latitude,Longitude,CropHeight,BBCH,Crop-EN,Crop-ES,Crop-FR,Crop-IT,Crop-LA,Crop-PL,Rowsp_(cm),RowOr(deg),SkyCond,LicorLAI,std_Licor,PocketLAI,std_PockLA,AccuPAR,std_AccuPA,Note
72,POINT (542752.3937718363 4589309.213884276),2017-06-12,0.0476,0.0834,0.0601,0.5376,0.124,0.4331,0.5421,0.5638,0.2172,0.1092,0,0,0,0,22,139,0,0,2017-06-27,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170627-095631-843_L2A_T33TWF_D_V1-4_roi_0.tif,128,B_Pomodoro_20170612_LAI,11:10 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,1.927,0.75,,,,,
73,POINT (542752.3937718363 4589309.213884276),2017-06-21,0.0476,0.0834,0.0601,0.5376,0.124,0.4331,0.5421,0.5638,0.2172,0.1092,0,0,0,0,22,139,0,0,2017-06-27,-6 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170627-095631-843_L2A_T33TWF_D_V1-4_roi_0.tif,134,B_Pomodoro_20170621_LAI,10:12 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,30-50 cm,70,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,3.334,0.80,,,,,
62,POINT (542615.9900978357 4589012.977109309),2017-05-17,0.0207,0.0446,0.0463,0.257,0.0902,0.1911,0.239,0.2831,0.1886,0.1029,0,0,0,0,24,147,0,0,2017-05-18,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,106,D_Foraggere_20170517_LAI,10:36 AM,Colecchia S.A. - De Santis A.P.,41.451568,15.510218,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.096,0.270,,,,,
75,POINT (542752.3937718363 4589309.213884276),2017-06-15,0.0476,0.0834,0.0601,0.5376,0.124,0.4331,0.5421,0.5638,0.2172,0.1092,0,0,0,0,22,139,0,0,2017-06-27,-12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170627-095631-843_L2A_T33TWF_D_V1-4_roi_0.tif,131,B_Pomodoro_20170615_LAI,7:24 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,10-30 cm,61,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,2.804,1.25,,,,,
76,POINT (543066.8277838087 4589399.565623091),2017-06-09,0.0589,0.0917,0.0794,0.4098,0.1319,0.3491,0.4038,0.4297,0.241,0.1498,0,0,0,0,22,139,0,0,2017-06-27,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170627-095631-843_L2A_T33TWF_D_V1-4_roi_0.tif,126,C_Pomodoro_20170609_LAI,9:49 AM,Colecchia S.A. - De Santis A.P.,41.455026,15.515643,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,330,Sunny - no clouds,0.488,0.25,,,,,
65,POINT (542986.0268876692 4589054.025947917),2017-05-17,0.0388,0.0651,0.0716,0.2569,0.1094,0.206,0.2407,0.2768,0.2346,0.1535,0,0,0,0,24,147,0,0,2017-05-18,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,111,I_Foraggere_20170517_LAI,12:58 PM,Colecchia S.A. - De Santis A.P.,41.451918,15.514651,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.710,0.416,,,,,
66,POINT (542711.979301803 4589066.945514314),2017-05-17,0.0144,0.0391,0.0307,0.2891,0.0774,0.2091,0.2706,0.3108,0.1769,0.0903,0,0,0,0,24,147,0,0,2017-05-18,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,105,C_Foraggere_20170517_LAI,10:11 AM,Colecchia S.A. - De Santis A.P.,41.452049,15.511371,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.100,0.297,,,,,
67,POINT (542437.9981112008 4589082.98447864),2017-05-17,0.0191,0.0417,0.0341,0.2953,0.0784,0.2131,0.2784,0.3179,0.1638,0.0868,0,0,0,0,24,147,0,0,2017-05-18,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,109,G_Foraggere_20170517_LAI,12:07 PM,Colecchia S.A. - De Santis A.P.,41.452208,15.508092,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.900,0.414,,,,,
68,POINT (543111.0268893068 4589102.954200956),2017-05-17,0.0338,0.0599,0.0632,0.2413,0.1056,0.1977,0.2309,0.261,0.2103,0.1364,0,0,0,0,24,147,0,0,2017-05-18,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,112,J_Foraggere_20170517_LAI,1:17 PM,Colecchia S.A. - De Santis A.P.,41.452352,15.516151,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.604,0.583,,,,,
69,POINT (542527.9593437539 4589181.990246725),2017-05-17,0.0153,0.0362,0.0195,0.3659,0.0663,0.2456,0.3415,0.3862,0.17,0.0806,0,0,0,0,24,147,0,0,2017-05-18,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,107,E_Foraggere_20170517_LAI,10:55 AM,Colecchia S.A. - De Santis A.P.,41.453095,15.509176,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.606,0.585,,,,,
70,POINT (542609.0074708316 4589233.982046313),2017-05-17,0.0131,0.0339,0.0194,0.3516,0.0623,0.2429,0.3312,0.3739,0.1658,0.08,0,0,0,0,24,147,0,0,2017-05-18,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,104,B_Foraggere_20170517_LAI,9:34 AM,Colecchia S.A. - De Santis A.P.,41.453559,15.510150,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.510,0.473,,,,,
71,POINT (542666.021070256 4589253.9693576),2017-05-17,0.0138,0.0358,0.0231,0.3358,0.0635,0.2323,0.3177,0.3567,0.1692,0.0828,0,0,0,0,24,147,0,0,2017-05-18,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,103,A_Foraggere_20170517_LAI,8:54 AM,Colecchia S.A. - De Santis A.P.,41.453736,15.510834,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.162,0.564,,,,,
73,POINT (542752.3937718363 4589309.213884276),2017-06-21,0.049,0.0876,0.0613,0.4132,0.1298,0.3347,0.4071,0.4421,0.1522,0.0767,0,0,0,0,28,146,1,256,2017-08-06,-46 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170806-095744-388_L2A_T33TWF_D_V1-7_roi_0.tif,134,B_Pomodoro_20170621_LAI,10:12 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,30-50 cm,70,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,3.334,0.80,,,,,
74,POINT (542752.3937718363 4589309.213884276),2017-06-09,0.049,0.0876,0.0613,0.4132,0.1298,0.3347,0.4071,0.4421,0.1522,0.0767,0,0,0,0,28,146,1,256,2017-08-06,-58 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170806-095744-388_L2A_T33TWF_D_V1-7_roi_0.tif,125,B_Pomodoro_20170609_LAI,10:16 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,1.432,0.55,,,,,
75,POINT (542752.3937718363 4589309.213884276),2017-06-15,0.049,0.0876,0.0613,0.4132,0.1298,0.3347,0.4071,0.4421,0.1522,0.0767,0,0,0,0,28,146,1,256,2017-08-06,-52 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170806-095744-388_L2A_T33TWF_D_V1-7_roi_0.tif,131,B_Pomodoro_20170615_LAI,7:24 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,10-30 cm,61,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,2.804,1.25,,,,,
76,POINT (543066.8277838087 4589399.565623091),2017-06-09,0.0422,0.0764,0.0491,0.4657,0.115,0.3752,0.4604,0.4883,0.1593,0.0809,0,0,0,0,28,146,1,257,2017-08-06,-58 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170806-095744-388_L2A_T33TWF_D_V1-7_roi_0.tif,126,C_Pomodoro_20170609_LAI,9:49 AM,Colecchia S.A. - De Santis A.P.,41.455026,15.515643,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,330,Sunny - no clouds,0.488,0.25,,,,,
22,POINT (541994.9901280974 4580882.991854105),2017-05-30,0.0993,0.15,0.2292,0.3553,0.2632,0.3056,0.3356,0.3929,0.449,0.2931,0,0,0,0,21,140,0,0,2017-06-17,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,119,Sg07_liv2_20170530_LAI,8:35 AM,Colecchia S.A. - De Santis A.P.,41.378372,15.502219,>50 cm,83,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.613,0.662,,,,,
44,POINT (541531.8999201241 4590288.311550373),2017-06-21,0.051,0.0911,0.0625,0.4109,0.1339,0.3367,0.3981,0.4275,0.1643,0.0895,0,0,0,0,29,147,1,251,2017-08-11,-51 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2B_20170811-095512-478_L2A_T33TWF_D_V1-7_roi_0.tif,133,A_Pomodoro_20170621_LAI,8:52 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,30-50 cm,70,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,1.336,0.56,,,,,
79,POINT (543066.8277838087 4589399.565623091),2017-06-12,0.0422,0.0764,0.0491,0.4657,0.115,0.3752,0.4604,0.4883,0.1593,0.0809,0,0,0,0,28,146,1,257,2017-08-06,-55 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170806-095744-388_L2A_T33TWF_D_V1-7_roi_0.tif,129,C_Pomodoro_20170612_LAI,12:08 PM,Colecchia S.A. - De Santis A.P.,41.455026,15.515643,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,330,Sunny - no clouds,0.347,0.33,,,,,
46,POINT (541531.8999201241 4590288.311550373),2017-06-12,0.051,0.0911,0.0625,0.4109,0.1339,0.3367,0.3981,0.4275,0.1643,0.0895,0,0,0,0,29,147,1,251,2017-08-11,-60 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2B_20170811-095512-478_L2A_T33TWF_D_V1-7_roi_0.tif,127,A_Pomodoro_20170612_LAI,2:42 PM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,0.425,0.24,,,,,
80,POINT (542377.9594574135 4590304.992224817),2017-03-29,0.0428,0.059,0.0811,0.2116,0.1061,0.1666,0.1972,0.2345,0.2461,0.1709,0,0,0,0,24,147,0,0,2017-05-18,-50 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,71,9NT_STRATEGA_20170329_LAI,10:26 AM,Colecchia S.A. - De Santis A.P.,41.463218,15.507459,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.783,0.106,,,,,
81,POINT (542423.9867758902 4590431.05117124),2017-05-11,0.0375,0.0561,0.0778,0.1766,0.0924,0.1359,0.1562,0.1886,0.2082,0.1491,0,0,0,0,24,147,0,0,2017-05-18,-7 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,102,10CT_STRATEGA_20170511_LAI,8:17 AM,Colecchia S.A. - De Santis A.P.,41.464351,15.508019,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.787,0.141,,,,,
82,POINT (542423.9867758902 4590431.05117124),2017-03-29,0.0375,0.0561,0.0778,0.1766,0.0924,0.1359,0.1562,0.1886,0.2082,0.1491,0,0,0,0,24,147,0,0,2017-05-18,-50 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,72,10CT_STRATEGA_20170329_LAI,10:33 AM,Colecchia S.A. - De Santis A.P.,41.464351,15.508019,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.700,1.067,,,,,
29,POINT (542237.0408325597 4589896.047553013),2017-05-11,0.0631,0.0829,0.1166,0.1885,0.1285,0.1526,0.1724,0.2012,0.2736,0.187,0,0,0,0,21,140,0,0,2017-06-17,-37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,98,6CT_STRATEGA_20170511_LAI,7:47 AM,Colecchia S.A. - De Santis A.P.,41.459542,15.505743,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.253,0.242,,,,,
30,POINT (542164.1740446985 4589960.015227648),2017-05-11,0.0712,0.096,0.1511,0.2289,0.1595,0.1806,0.21,0.2478,0.3351,0.2148,0,0,0,0,21,140,0,0,2017-06-17,-37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,97,5NT_STRATEGA_20170511_LAI,8:57 AM,Colecchia S.A. - De Santis A.P.,41.460122,15.504875,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.947,0.146,,,,,
85,POINT (542643.065641156 4596107.745216719),2017-03-21,0.0725,0.1011,0.1147,0.2451,0.1624,0.2235,0.2498,0.2759,0.246,0.1819,0,0,0,0,24,147,0,0,2017-05-18,-58 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,14,AA.S_Capitanata.02_2017_LAI,11:35 AM,Riefolo C. - Ruggieri S.,41.515470,15.511044,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.675,0.280,,,,,
86,POINT (542729.0692336403 4597126.677271284),2017-03-21,0.0338,0.0608,0.068,0.2199,0.111,0.179,0.2074,0.2366,0.1782,0.1105,0,0,0,0,24,147,0,0,2017-05-18,-58 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,15,AA.S_Capitanata.03_2017_LAI,11:55 AM,Riefolo C. - Ruggieri S.,41.524643,15.512147,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.175,0.233,,,,,
33,POINT (542283.1637173623 4590035.206695756),2017-05-11,0.0673,0.0921,0.1414,0.2228,0.1585,0.1851,0.2053,0.2442,0.3306,0.2081,0,0,0,0,21,140,0,0,2017-06-17,-37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,99,7NT_STRATEGA_20170511_LAI,7:56 AM,Colecchia S.A. - De Santis A.P.,41.460793,15.506305,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.345,0.190,,,,,
34,POINT (542216.6252111852 4590059.6867779605),2017-05-11,0.0617,0.0804,0.1227,0.1966,0.1369,0.1625,0.1804,0.2157,0.2812,0.1867,0,0,0,0,21,140,0,0,2017-06-17,-37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,96,4CT_STRATEGA_20170511_LAI,8:50 AM,Colecchia S.A. - De Santis A.P.,41.461017,15.505510,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.065,0.175,,,,,
89,POINT (543611.3858424184 4590011.56963984),2017-04-05,0.0331,0.0608,0.0723,0.2424,0.1169,0.1947,0.2252,0.2617,0.2168,0.1437,0,0,0,0,24,147,0,0,2017-05-18,-43 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,82,L_CREA-CI_20170405_LAI,12:20 PM,Colecchia S.A. - De Santis A.P.,41.460509,15.522207,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.637,0.179,,,,,
90,POINT (543529.0448602622 4590065.918566405),2017-04-05,0.0311,0.053,0.0616,0.2258,0.1011,0.1829,0.2165,0.2506,0.2018,0.1338,0,0,0,0,24,147,0,0,2017-05-18,-43 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170518-095716-529_L2A_T33TWF_D_V1-4_roi_0.tif,81,I_CREA-CI_20170405_LAI,12:11 PM,Colecchia S.A. - De Santis A.P.,41.461003,15.521225,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.477,0.220,,,,,
37,POINT (542333.9698992979 4590172.950325534),2017-05-11,0.0695,0.0897,0.1263,0.1894,0.1392,0.1548,0.1738,0.2037,0.2862,0.2017,0,0,0,0,21,140,0,0,2017-06-17,-37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,100,8CT_STRATEGA_20170511_LAI,8:03 AM,Colecchia S.A. - De Santis A.P.,41.462031,15.506923,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.021,0.192,,,,,
38,POINT (542263.0089551402 4590196.959973673),2017-05-11,0.0729,0.0943,0.1425,0.2213,0.1555,0.1818,0.2018,0.2428,0.3379,0.2191,0,0,0,0,21,140,0,0,2017-06-17,-37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,95,3NT_STRATEGA_20170511_LAI,8:42 AM,Colecchia S.A. - De Santis A.P.,41.462251,15.506075,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.018,0.122,,,,,
1,POINT (539938.0416965974 4578897.975827914),2017-05-30,0.0912,0.1311,0.1787,0.3255,0.2163,0.2763,0.3089,0.3502,0.3104,0.1926,0,0,0,0,23,139,1,254,2017-07-07,-38 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170707-095257-378_L2A_T33TWF_D_V1-7_roi_0.tif,113,Sg01_liv2_20170530_LAI,11:41 AM,Colecchia S.A. - De Santis A.P.,41.360597,15.477490,>50 cm,83,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.186,0.211,,,,,
2,POINT (540589.9914084191 4579297.050422403),2017-05-30,0.1246,0.174,0.2427,0.3376,0.2635,0.2974,0.3217,0.3571,0.3899,0.2792,0,0,0,0,23,139,1,255,2017-07-07,-38 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170707-095257-378_L2A_T33TWF_D_V1-7_roi_0.tif,120,Sg08_liv2_20170530_LAI,10:05 AM,Colecchia S.A. - De Santis A.P.,41.364159,15.485311,>50 cm,83,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.460,0.275,,,,,
44,POINT (541531.8999201241 4590288.311550373),2017-06-21,0.0313,0.0635,0.0384,0.4553,0.1035,0.3718,0.4562,0.4729,0.1676,0.0899,0,0,0,0,26,143,1,253,2017-07-27,-36 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170727-095429-569_L2A_T33TWF_D_V1-7_roi_0.tif,133,A_Pomodoro_20170621_LAI,8:52 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,30-50 cm,70,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,1.336,0.56,,,,,
45,POINT (541531.8999201241 4590288.311550373),2017-06-15,0.0313,0.0635,0.0384,0.4553,0.1035,0.3718,0.4562,0.4729,0.1676,0.0899,0,0,0,0,26,143,1,253,2017-07-27,-42 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170727-095429-569_L2A_T33TWF_D_V1-7_roi_0.tif,130,A_Pomodoro_20170615_LAI,7:38 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,61,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,1.620,0.95,,,,,
43,POINT (541531.8999201241 4590288.311550373),2017-06-09,0.0624,0.0799,0.0946,0.1571,0.1093,0.1458,0.1579,0.1721,0.2212,0.1881,0,0,0,0,21,140,0,0,2017-06-17,-8 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,124,A_Pomodoro_20170609_LAI,9:01 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,0.351,0.12,,,,,
65,POINT (542986.0268876692 4589054.025947917),2017-05-17,0.1165,0.1589,0.2185,0.3237,0.2463,0.2867,0.3101,0.3481,0.3876,0.266,0,0,0,0,29,147,1,254,2017-08-11,-86 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2B_20170811-095512-478_L2A_T33TWF_D_V1-7_roi_0.tif,111,I_Foraggere_20170517_LAI,12:58 PM,Colecchia S.A. - De Santis A.P.,41.451918,15.514651,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.710,0.416,,,,,
45,POINT (541531.8999201241 4590288.311550373),2017-06-15,0.0624,0.0799,0.0946,0.1571,0.1093,0.1458,0.1579,0.1721,0.2212,0.1881,0,0,0,0,21,140,0,0,2017-06-17,-2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,130,A_Pomodoro_20170615_LAI,7:38 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,61,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,1.620,0.95,,,,,
46,POINT (541531.8999201241 4590288.311550373),2017-06-12,0.0624,0.0799,0.0946,0.1571,0.1093,0.1458,0.1579,0.1721,0.2212,0.1881,0,0,0,0,21,140,0,0,2017-06-17,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,127,A_Pomodoro_20170612_LAI,2:42 PM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,0.425,0.24,,,,,
47,POINT (541279.8506264635 4590289.420813426),2017-04-05,0.0845,0.1044,0.1251,0.1884,0.1385,0.1737,0.1886,0.2062,0.2525,0.2151,0,0,0,0,21,140,0,0,2017-06-17,-73 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,76,D_CREA-CI_20170405_LAI,10:44 AM,Colecchia S.A. - De Santis A.P.,41.463135,15.494309,30-50 cm,,Vetch,Arveja,Vesce,Veccia,Vicia L.,Wyka,,,Sunny - no clouds,7.670,0.786,,,,,
10,POINT (540385.9862754412 4579959.037017105),2017-05-30,0.1142,0.1596,0.2214,0.3331,0.2598,0.3015,0.3284,0.3684,0.3823,0.2575,0,0,0,0,23,139,1,254,2017-07-07,-38 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170707-095257-378_L2A_T33TWF_D_V1-7_roi_0.tif,115,Sg03_liv2_20170530_LAI,10:21 AM,Colecchia S.A. - De Santis A.P.,41.370132,15.482916,>50 cm,83,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.888,0.347,,,,,
