,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,Sequent_N,Ref_N,Hour_UTC+1,Operator,Latitude,Longitude,CropHeight,BBCH,Crop-EN,Crop-ES,Crop-FR,Crop-IT,Crop-LA,Crop-PL,Rowsp_(cm),RowOr(deg),SkyCond,LicorLAI,std_Licor,PocketLAI,std_PockLA,AccuPAR,std_AccuPA,Note
49,POINT (544412.3417993723 4606038.850999913),2017-03-21,0.0503,0.068,0.0937,0.1184,0.1037,0.1086,0.1136,0.133,0.2204,0.2,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,23,AA.S_Capitanata.11_2017_LAI,4:35 PM,Riefolo C. - Ruggieri S.,41.604823,15.532981,>50 cm,,Uncultivated,No cultivado,Inculte,Incolto,,Nieuprawny,,,Sunny - no clouds,8.980,0.495,,,,,Natural area
50,POINT (544159.8809442123 4606087.590792159),2017-03-22,0.0148,0.0311,0.0123,0.4781,0.0462,0.2902,0.4631,0.495,0.1201,0.0501,0,0,0,0,36,154,0,0,2017-04-08,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,46,AA.S_Capitanata.34_2017_LAI,9:56 AM,Riefolo C. - Ruggieri S.,41.605276,15.529955,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.080,0.170,,,,,
51,POINT (546789.4193243458 4606136.086296381),2017-03-21,0.0194,0.0362,0.0166,0.4983,0.054,0.3202,0.4893,0.51,0.1457,0.0592,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,33,AA.S_Capitanata.21_2017_LAI,5:32 PM,Riefolo C. - Ruggieri S.,41.605563,15.561514,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.300,0.190,,,,,
52,POINT (544213.3981562069 4606165.859917296),2017-03-21,0.0138,0.0299,0.0128,0.3468,0.0511,0.2518,0.3632,0.3836,0.1036,0.0448,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,24,AA.S_Capitanata.12_2017_LAI,4:38 PM,Riefolo C. - Ruggieri S.,41.605978,15.530603,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,6.545,0.870,,,,,
53,POINT (544789.7881912473 4606474.305223525),2017-03-21,0.0116,0.0297,0.0158,0.2855,0.0518,0.2084,0.2761,0.2948,0.1082,0.0563,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,25,AA.S_Capitanata.13_2017_LAI,4:42 PM,Riefolo C. - Ruggieri S.,41.608724,15.537543,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.315,0.255,,,,,
54,POINT (543584.9452567669 4606588.251173729),2017-03-22,0.0121,0.023,0.008,0.3835,0.0422,0.2557,0.3745,0.388,0.1028,0.0412,0,0,0,0,36,154,0,0,2017-04-08,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,47,AA.S_Capitanata.35_2017_LAI,10:24 AM,Riefolo C. - Ruggieri S.,41.609817,15.523092,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.900,0.370,,,,,
55,POINT (547540.649867795 4607232.2968119355),2017-03-21,0.0232,0.0395,0.0203,0.4102,0.0636,0.3211,0.4112,0.4322,0.1205,0.0469,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,35,AA.S_Capitanata.23_2017_LAI,5:38 PM,Riefolo C. - Ruggieri S.,41.615392,15.570616,>50 cm,40,Horse beans,,,Favino,Vicia Faba var. minor Beck.,,,,Sunny - no clouds,3.920,0.530,,,,,
56,POINT (543376.259894208 4607271.352881742),2017-03-22,0.0159,0.035,0.015,0.3714,0.0602,0.2783,0.3753,0.3903,0.1288,0.0585,0,0,0,0,36,154,0,0,2017-04-08,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,49,AA.S_Capitanata.37_2017_LAI,10:38 AM,Riefolo C. - Ruggieri S.,41.615981,15.520637,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.100,0.140,,,,,
57,POINT (543512.3552929165 4607361.329419552),2017-03-22,0.0209,0.0493,0.0156,0.5853,0.076,0.3986,0.5778,0.6071,0.1747,0.0721,0,0,0,0,36,154,0,0,2017-04-08,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,48,AA.S_Capitanata.36_2017_LAI,10:29 AM,Riefolo C. - Ruggieri S.,41.616784,15.522277,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.580,0.060,,,,,
58,POINT (546101.5415077425 4607692.009620266),2017-03-21,0.0145,0.029,0.0096,0.5086,0.0487,0.3215,0.503,0.5271,0.1317,0.0515,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,26,AA.S_Capitanata.14_2017_LAI,4:59 PM,Riefolo C. - Ruggieri S.,41.619617,15.553379,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,6.810,0.410,,,,,
59,POINT (546101.5415077425 4607692.009620266),2017-03-21,0.0145,0.029,0.0096,0.5086,0.0487,0.3215,0.503,0.5271,0.1317,0.0515,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,27,AA.S_Capitanata.15_2017_LAI,5:01 PM,Riefolo C. - Ruggieri S.,41.619617,15.553379,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,6.970,1.428,,,,,
60,POINT (546055.382444717 4607861.584461179),2017-03-21,0.0174,0.0355,0.0118,0.5171,0.0553,0.3365,0.5138,0.5426,0.1434,0.0583,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,28,AA.S_Capitanata.16_2017_LAI,5:02 PM,Riefolo C. - Ruggieri S.,41.621147,15.552838,>50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,5.840,0.540,,,,,
61,POINT (547879.1943226054 4607966.9895228455),2017-03-21,0.0261,0.0531,0.0284,0.312,0.0837,0.249,0.2991,0.3121,0.1305,0.0642,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,32,AA.S_Capitanata.20_2017_LAI,5:31 PM,Riefolo C. - Ruggieri S.,41.621989,15.574738,10-30 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.870,0.390,,,,,
62,POINT (547658.3562360774 4608052.344647442),2017-03-21,0.0446,0.0717,0.064,0.2805,0.119,0.2421,0.2785,0.2948,0.176,0.1042,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,31,AA.S_Capitanata.19_2017_LAI,5:22 PM,Riefolo C. - Ruggieri S.,41.622771,15.572094,10-30 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,6.000,0.710,,,,,
63,POINT (547046.6663488745 4608197.644942686),2017-03-21,0.0106,0.0248,0.0086,0.4983,0.044,0.3071,0.4784,0.5031,0.1068,0.0382,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,29,AA.S_Capitanata.17_2017_LAI,5:16 PM,Riefolo C. - Ruggieri S.,41.624116,15.564763,>50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,5.480,0.150,,,,,
64,POINT (547018.0425307036 4608345.234485996),2017-03-21,0.0152,0.0323,0.0128,0.3564,0.0501,0.2638,0.3699,0.3946,0.0993,0.0395,0,0,0,0,36,154,0,0,2017-04-08,-18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,30,AA.S_Capitanata.18_2017_LAI,5:20 PM,Riefolo C. - Ruggieri S.,41.625447,15.564431,>50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,6.090,0.790,,,,,
65,POINT (543131.2620112293 4608583.649891334),2017-03-22,0.0138,0.0374,0.015,0.3364,0.0597,0.2555,0.3337,0.3459,0.1113,0.0489,0,0,0,0,36,154,0,0,2017-04-08,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,50,AA.S_Capitanata.38_2017_LAI,10:44 AM,Riefolo C. - Ruggieri S.,41.627814,15.517791,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.590,0.100,,,,,
66,POINT (542649.5312055713 4609130.242294302),2017-03-22,0.0145,0.0327,0.0116,0.4029,0.0519,0.2903,0.4089,0.4308,0.108,0.0433,0,0,0,0,36,154,0,0,2017-04-08,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,52,AA.S_Capitanata.40_2017_LAI,10:49 AM,Riefolo C. - Ruggieri S.,41.632763,15.512047,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.310,0.290,,,,,
67,POINT (542551.5392261946 4609248.90324339),2017-03-22,0.0232,0.0437,0.0215,0.3509,0.0717,0.3008,0.3543,0.3621,0.1113,0.0485,0,0,0,0,36,154,0,0,2017-04-08,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,53,AA.S_Capitanata.41_2017_LAI,10:51 AM,Riefolo C. - Ruggieri S.,41.633837,15.510879,>50 cm,40,Horse beans,,,Favino,Vicia Faba var. minor Beck.,,,,Sunny - no clouds,1.880,0.510,,,,,
68,POINT (542696.6128024166 4609281.073515966),2017-03-22,0.0254,0.0449,0.0307,0.2722,0.0704,0.2381,0.2789,0.2949,0.1158,0.0601,0,0,0,0,36,154,0,0,2017-04-08,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170408-095711-526_L2A_T33TWG_D_V1-4_roi_0.tif,51,AA.S_Capitanata.39_2017_LAI,10:47 AM,Riefolo C. - Ruggieri S.,41.634119,15.512623,>50 cm,40,Horse beans,,,Favino,Vicia Faba var. minor Beck.,,,,Sunny - no clouds,5.790,0.990,,,,,
27,POINT (542423.9867758902 4590431.05117124),2017-05-11,0.0764,0.1012,0.1432,0.2037,0.1517,0.1695,0.1833,0.2145,0.2839,0.1991,0,0,0,0,23,140,1,252,2017-07-12,-62 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2B_20170712-095623-024_L2A_T33TWG_D_V1-7_roi_0.tif,102,10CT_STRATEGA_20170511_LAI,8:17 AM,Colecchia S.A. - De Santis A.P.,41.464351,15.508019,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.787,0.141,,,,,
13,POINT (542327.3405707839 4590591.8005685955),2017-04-05,0.0748,0.0912,0.1219,0.1569,0.1323,0.1396,0.1503,0.1721,0.2769,0.2568,0,0,0,0,24,141,1,254,2017-07-17,-103 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170717-095631-238_L2A_T33TWG_D_V1-7_roi_0.tif,78,F_CREA-CI_20170405_LAI,11:24 AM,Colecchia S.A. - De Santis A.P.,41.465804,15.506873,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.533,0.155,,,,,
29,POINT (542761.5633632331 4590554.38909525),2017-04-05,0.1193,0.1698,0.2514,0.3226,0.2688,0.2917,0.3149,0.3478,0.3921,0.2728,0,0,0,0,23,140,1,253,2017-07-12,-98 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2B_20170712-095623-024_L2A_T33TWG_D_V1-7_roi_0.tif,79,G_CREA-CI_20170405_LAI,11:41 AM,Colecchia S.A. - De Santis A.P.,41.465444,15.512070,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.280,0.516,,,,,
1,POINT (541531.8999201241 4590288.311550373),2017-06-09,0.0502,0.0841,0.0825,0.2979,0.1499,0.2425,0.2845,0.327,0.1896,0.1172,0,0,0,0,33,152,1,255,2017-08-26,-78 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170826-095030-459_L2A_T33TWG_D_V1-7_roi_0.tif,124,A_Pomodoro_20170609_LAI,9:01 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,0.351,0.12,,,,,
2,POINT (541531.8999201241 4590288.311550373),2017-06-21,0.0502,0.0841,0.0825,0.2979,0.1499,0.2425,0.2845,0.327,0.1896,0.1172,0,0,0,0,33,152,1,255,2017-08-26,-66 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170826-095030-459_L2A_T33TWG_D_V1-7_roi_0.tif,133,A_Pomodoro_20170621_LAI,8:52 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,30-50 cm,70,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,1.336,0.56,,,,,
3,POINT (541531.8999201241 4590288.311550373),2017-06-15,0.0502,0.0841,0.0825,0.2979,0.1499,0.2425,0.2845,0.327,0.1896,0.1172,0,0,0,0,33,152,1,255,2017-08-26,-72 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170826-095030-459_L2A_T33TWG_D_V1-7_roi_0.tif,130,A_Pomodoro_20170615_LAI,7:38 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,61,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,1.620,0.95,,,,,
4,POINT (541531.8999201241 4590288.311550373),2017-06-12,0.0502,0.0841,0.0825,0.2979,0.1499,0.2425,0.2845,0.327,0.1896,0.1172,0,0,0,0,33,152,1,255,2017-08-26,-75 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170826-095030-459_L2A_T33TWG_D_V1-7_roi_0.tif,127,A_Pomodoro_20170612_LAI,2:42 PM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,0.425,0.24,,,,,
0,POINT (541194.9863294407 4590262.735188711),2017-04-05,0.0388,0.0576,0.0672,0.1955,0.1088,0.1657,0.193,0.2205,0.1903,0.1357,0,0,0,0,24,147,0,0,2017-05-18,-43 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2A_20170518-095716-529_L2A_T33TWG_D_V1-4_roi_0.tif,75,C_CREA-CI_20170405_LAI,10:30 AM,Colecchia S.A. - De Santis A.P.,41.462899,15.493291,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.843,0.387,,,,,
35,POINT (548735.4124326664 4595655.383694973),2017-03-21,0.1624,0.2226,0.3141,0.4129,0.3385,0.3646,0.3906,0.4365,0.4937,0.353,0,0,0,0,23,140,1,259,2017-07-12,-113 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWG/SENTINEL2B_20170712-095623-024_L2A_T33TWG_D_V1-7_roi_0.tif,21,AA.S_Capitanata.09_2017_LAI,4:22 PM,Riefolo C. - Ruggieri S.,41.511048,15.584016,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.650,0.650,,,,,
